time,open,high,low,close,tick_volume,spread,real_volume
2021-02-08 03:00:00,1817.35,1818.82,1815.71,1818.02,3114,5,0
2021-02-08 04:00:00,1818.04,1818.87,1812.62,1813.07,4810,5,0
2021-02-08 05:00:00,1813.0,1815.74,1812.54,1815.44,5585,5,0
2021-02-08 06:00:00,1815.44,1815.51,1808.38,1810.84,5870,5,0
2021-02-08 07:00:00,1810.84,1811.99,1810.12,1810.76,3042,5,0
2021-02-08 08:00:00,1810.79,1811.35,1810.26,1810.89,2235,5,0
2021-02-08 09:00:00,1810.87,1815.99,1810.72,1812.99,4190,5,0
2021-02-08 10:00:00,1812.96,1816.01,1812.89,1815.7,3425,5,0
2021-02-08 11:00:00,1815.7,1817.88,1814.78,1814.98,4988,5,0
2021-02-08 12:00:00,1814.96,1816.06,1807.77,1809.21,7940,5,0
2021-02-08 13:00:00,1809.21,1814.01,1808.94,1813.77,5419,5,0
2021-02-08 14:00:00,1813.76,1815.89,1811.8,1815.44,4519,5,0
2021-02-08 15:00:00,1815.45,1823.22,1815.44,1820.78,6213,5,0
2021-02-08 16:00:00,1820.78,1826.51,1818.55,1825.33,6946,5,0
2021-02-08 17:00:00,1825.27,1831.47,1821.54,1829.83,12904,5,0
2021-02-08 18:00:00,1829.83,1834.91,1829.52,1832.09,13116,5,0
2021-02-08 19:00:00,1832.09,1839.19,1831.95,1836.62,11054,5,0
2021-02-08 20:00:00,1836.62,1838.43,1834.02,1837.65,9232,5,0
2021-02-08 21:00:00,1837.66,1838.17,1831.74,1832.79,5353,5,0
2021-02-08 22:00:00,1832.79,1833.65,1830.92,1831.23,5357,5,0
2021-02-08 23:00:00,1831.23,1833.04,1830.37,1832.18,3875,5,0
2021-02-09 01:00:00,1829.81,1831.83,1829.58,1830.13,2449,5,0
2021-02-09 03:00:00,1830.87,1831.38,1828.83,1830.56,1644,5,0
2021-02-09 04:00:00,1830.56,1834.43,1829.99,1834.08,2856,5,0
2021-02-09 05:00:00,1834.08,1838.59,1833.87,1836.87,4879,5,0
2021-02-09 06:00:00,1836.87,1841.77,1836.7,1841.35,5273,5,0
2021-02-09 07:00:00,1841.31,1842.52,1839.48,1839.62,3638,5,0
2021-02-09 08:00:00,1839.66,1843.34,1838.94,1841.22,2636,5,0
2021-02-09 09:00:00,1841.22,1841.89,1838.16,1840.02,3549,5,0
2021-02-09 10:00:00,1840.02,1840.28,1838.19,1839.91,4567,5,0
2021-02-09 11:00:00,1839.98,1843.79,1838.19,1843.06,5376,5,0
2021-02-09 12:00:00,1843.08,1845.22,1838.65,1844.1,6651,5,0
2021-02-09 13:00:00,1844.1,1848.56,1842.74,1846.57,6140,5,0
2021-02-09 14:00:00,1846.57,1847.55,1841.48,1841.81,5090,5,0
2021-02-09 15:00:00,1841.82,1844.99,1841.36,1843.71,5285,5,0
2021-02-09 16:00:00,1843.71,1844.23,1841.4,1842.7,4673,5,0
2021-02-09 17:00:00,1842.74,1847.16,1839.07,1846.91,9882,5,0
2021-02-09 18:00:00,1846.94,1847.56,1832.19,1837.01,13530,5,0
