time,open,high,low,close,volume
2026.01.07 11:38:00,49499.95,49499.95,49488.95,49490.95,20
2026.01.07 11:39:00,49489.95,49489.95,49483.95,49483.95,14
2026.01.07 11:40:00,49483.95,49483.95,49473.95,49475.95,19
2026.01.07 11:41:00,49475.95,49478.95,49472.95,49474.95,20
2026.01.07 11:42:00,49475.95,49485.95,49474.95,49484.95,29
2026.01.07 11:43:00,49484.95,49487.95,49482.95,49486.95,24
2026.01.07 11:44:00,49485.95,49486.95,49482.95,49483.95,21
2026.01.07 11:45:00,49484.95,49488.95,49484.95,49488.95,9
2026.01.07 11:46:00,49488.95,49488.95,49483.95,49483.95,11
2026.01.07 11:47:00,49483.95,49484.95,49480.95,49482.95,16
2026.01.07 11:48:00,49482.95,49488.95,49482.95,49487.95,14
2026.01.07 11:49:00,49488.95,49488.95,49486.95,49487.95,8
2026.01.07 11:50:00,49486.95,49488.95,49484.95,49488.95,10
2026.01.07 11:51:00,49488.95,49490.95,49486.95,49489.95,10
2026.01.07 11:52:00,49490.95,49491.95,49485.95,49487.95,13
2026.01.07 11:53:00,49486.95,49488.95,49485.95,49486.95,13
2026.01.07 11:54:00,49487.95,49487.95,49482.95,49483.95,6
2026.01.07 11:55:00,49484.95,49486.95,49484.95,49486.95,11
2026.01.07 11:56:00,49487.95,49487.95,49484.95,49486.95,5
2026.01.07 11:57:00,49486.95,49486.95,49484.95,49485.95,8
2026.01.07 11:58:00,49486.95,49486.95,49482.95,49482.95,10
2026.01.07 11:59:00,49481.95,49484.95,49480.95,49484.95,14
2026.01.07 12:00:00,49483.95,49484.95,49476.95,49484.95,16
2026.01.07 12:01:00,49485.95,49485.95,49477.95,49479.95,16
2026.01.07 12:02:00,49478.95,49479.95,49470.95,49472.95,22
2026.01.07 12:03:00,49473.95,49477.95,49471.95,49476.95,15
2026.01.07 12:04:00,49476.95,49480.95,49475.95,49479.95,18
2026.01.07 12:05:00,49480.95,49488.95,49480.95,49488.95,20
2026.01.07 12:06:00,49489.95,49490.95,49484.95,49486.95,21
2026.01.07 12:07:00,49486.95,49489.95,49484.95,49487.95,15
2026.01.07 12:08:00,49486.95,49486.95,49480.95,49481.95,16
2026.01.07 12:09:00,49480.95,49481.95,49477.95,49480.95,14
2026.01.07 12:10:00,49481.95,49482.95,49480.95,49481.95,18
