time,open,high,low,close,tick_volume,spread,real_volume
2025-01-02 09:30:00,42712.0,42736.0,42707.0,42723.0,185,200,0
2025-01-02 09:40:00,42722.0,42723.0,42715.0,42719.0,118,200,0
2025-01-02 09:50:00,42720.0,42726.0,42718.0,42719.0,116,200,0
2025-01-02 10:00:00,42718.0,42743.0,42718.0,42739.0,224,200,0
2025-01-02 10:10:00,42737.0,42742.0,42730.0,42740.0,199,200,0
2025-01-02 10:20:00,42741.0,42755.0,42737.0,42755.0,190,200,0
2025-01-02 10:30:00,42754.0,42758.0,42745.0,42755.0,207,200,0
2025-01-02 10:40:00,42754.0,42756.0,42712.0,42715.0,252,200,0
2025-01-02 10:50:00,42716.0,42729.0,42702.0,42703.0,255,200,0
2025-01-02 11:00:00,42710.0,42806.0,42704.0,42780.0,847,200,0
2025-01-02 11:10:00,42781.0,42787.0,42753.0,42772.0,556,200,0
2025-01-02 11:20:00,42773.0,42778.0,42669.0,42671.0,677,200,0
2025-01-02 11:30:00,42670.0,42699.0,42649.0,42677.0,806,200,0
2025-01-02 11:40:00,42678.0,42729.0,42673.0,42710.0,645,200,0
2025-01-02 11:50:00,42709.0,42731.0,42689.0,42717.0,599,200,0
2025-01-02 12:00:00,42718.0,42749.0,42697.0,42746.0,841,200,0
2025-01-02 12:10:00,42747.0,42761.0,42738.0,42755.0,557,200,0
2025-01-02 12:20:00,42756.0,42761.0,42738.0,42753.0,447,200,0
2025-01-02 12:30:00,42755.0,42762.0,42703.0,42718.0,476,200,0
2025-01-02 12:40:00,42717.0,42751.0,42711.0,42750.0,420,200,0
2025-01-02 12:50:00,42751.0,42766.0,42735.0,42764.0,319,200,0
2025-01-02 13:00:00,42765.0,42771.0,42729.0,42750.0,352,200,0
2025-01-02 13:10:00,42751.0,42763.0,42724.0,42763.0,363,200,0
2025-01-02 13:20:00,42761.0,42769.0,42752.0,42756.0,231,200,0
2025-01-02 13:30:00,42754.0,42771.0,42745.0,42770.0,268,200,0
2025-01-02 13:40:00,42772.0,42776.0,42763.0,42768.0,194,200,0
2025-01-02 13:50:00,42767.0,42770.0,42724.0,42770.0,370,200,0
2025-01-02 14:00:00,42769.0,42772.0,42739.0,42756.0,330,200,0
2025-01-02 14:10:00,42757.0,42786.0,42756.0,42782.0,224,200,0
2025-01-02 14:20:00,42783.0,42785.0,42767.0,42773.0,199,200,0
2025-01-02 14:30:00,42771.0,42777.0,42753.0,42774.0,231,200,0
2025-01-02 14:40:00,42775.0,42840.0,42771.0,42838.0,326,200,0
2025-01-02 14:50:00,42835.0,42894.0,42825.0,42893.0,316,200,0
2025-01-02 15:00:00,42894.0,42928.0,42891.0,42925.0,517,200,0
2025-01-02 15:10:00,42927.0,42930.0,42910.0,42930.0,395,200,0
2025-01-02 15:20:00,42931.0,42938.0,42919.0,42923.0,264,200,0
2025-01-02 15:30:00,42924.0,42925.0,42906.0,42915.0,221,200,0
2025-01-02 15:40:00,42916.0,42921.0,42858.0,42860.0,416,200,0
2025-01-02 15:50:00,42861.0,42874.0,42822.0,42871.0,452,200,0
2025-01-02 16:00:00,42874.0,42886.0,42855.0,42867.0,382,200,0
2025-01-02 16:10:00,42868.0,42870.0,42842.0,42842.0,358,200,0
2025-01-02 16:20:00,42841.0,42860.0,42833.0,42849.0,397,200,0
2025-01-02 16:30:00,42848.0,42900.0,42826.0,42879.0,687,200,0
2025-01-02 16:40:00,42878.0,42895.0,42853.0,42866.0,500,200,0
2025-01-02 16:50:00,42865.0,42867.0,42826.0,42831.0,515,200,0
2025-01-02 17:00:00,42834.0,42859.0,42799.0,42845.0,1146,200,0
2025-01-02 17:10:00,42846.0,42884.0,42841.0,42857.0,636,200,0
2025-01-02 17:20:00,42856.0,42863.0,42829.0,42851.0,831,200,0
2025-01-02 17:30:00,42850.0,42892.0,42678.0,42678.0,2780,100,0
2025-01-02 17:40:00,42679.0,42792.0,42665.0,42791.0,2364,100,0
2025-01-02 17:50:00,42794.0,42914.0,42768.0,42877.0,2233,100,0
2025-01-02 18:00:00,42875.0,42891.0,42784.0,42821.0,2220,100,0
2025-01-02 18:10:00,42818.0,42886.0,42799.0,42800.0,2047,100,0
2025-01-02 18:20:00,42801.0,42811.0,42619.0,42651.0,2622,100,0
2025-01-02 18:30:00,42649.0,42670.0,42564.0,42607.0,2491,100,0
2025-01-02 18:40:00,42605.0,42679.0,42575.0,42672.0,2240,100,0
2025-01-02 18:50:00,42670.0,42714.0,42610.0,42626.0,2084,100,0
2025-01-02 19:00:00,42627.0,42645.0,42463.0,42484.0,2328,100,0
2025-01-02 19:10:00,42483.0,42561.0,42454.0,42552.0,1852,100,0
2025-01-02 19:20:00,42553.0,42604.0,42494.0,42593.0,1901,100,0
2025-01-02 19:30:00,42592.0,42649.0,42558.0,42630.0,1672,100,0
2025-01-02 19:40:00,42629.0,42671.0,42606.0,42641.0,1453,100,0
2025-01-02 19:50:00,42640.0,42657.0,42573.0,42609.0,1369,100,0
2025-01-02 20:00:00,42608.0,42633.0,42581.0,42589.0,1491,100,0
2025-01-02 20:10:00,42590.0,42673.0,42588.0,42611.0,1493,100,0
2025-01-02 20:20:00,42612.0,42612.0,42401.0,42416.0,1944,100,0
2025-01-02 20:30:00,42415.0,42415.0,42262.0,42275.0,2266,100,0
2025-01-02 20:40:00,42274.0,42306.0,42221.0,42233.0,2203,100,0
2025-01-02 20:50:00,42232.0,42349.0,42206.0,42324.0,2167,100,0
2025-01-02 21:00:00,42325.0,42338.0,42238.0,42306.0,2003,100,0
2025-01-02 21:10:00,42305.0,42306.0,42210.0,42260.0,1858,100,0
2025-01-02 21:20:00,42259.0,42302.0,42233.0,42284.0,1621,100,0
2025-01-02 21:30:00,42285.0,42285.0,42183.0,42229.0,1776,100,0
2025-01-02 21:40:00,42229.0,42292.0,42195.0,42218.0,1640,100,0
2025-01-02 21:50:00,42219.0,42261.0,42176.0,42253.0,1734,100,0
2025-01-02 22:00:00,42252.0,42331.0,42221.0,42281.0,1769,100,0
2025-01-02 22:10:00,42284.0,42299.0,42246.0,42276.0,1494,100,0
2025-01-02 22:20:00,42277.0,42354.0,42273.0,42346.0,1442,100,0
2025-01-02 22:30:00,42345.0,42345.0,42252.0,42298.0,1427,100,0
2025-01-02 22:40:00,42297.0,42367.0,42267.0,42336.0,1310,100,0
2025-01-02 22:50:00,42336.0,42378.0,42259.0,42267.0,1457,100,0
2025-01-02 23:00:00,42269.0,42392.0,42268.0,42386.0,1387,100,0
2025-01-02 23:10:00,42385.0,42441.0,42375.0,42421.0,1443,100,0
2025-01-02 23:20:00,42421.0,42449.0,42403.0,42427.0,1227,100,0
2025-01-02 23:30:00,42429.0,42476.0,42364.0,42388.0,1755,100,0
2025-01-02 23:40:00,42391.0,42445.0,42383.0,42416.0,1563,100,0
2025-01-02 23:50:00,42426.0,42450.0,42361.0,42391.0,1935,100,0
2025-01-03 00:00:00,42394.0,42431.0,42394.0,42428.0,621,100,0
2025-01-03 00:10:00,42427.0,42431.0,42410.0,42416.0,347,200,0
2025-01-03 00:20:00,42417.0,42437.0,42415.0,42433.0,214,300,0
2025-01-03 00:30:00,42434.0,42436.0,42405.0,42407.0,189,300,0
2025-01-03 00:40:00,42408.0,42414.0,42400.0,42414.0,138,300,0
2025-01-03 00:50:00,42414.0,42420.0,42402.0,42416.0,112,300,0
2025-01-03 02:00:00,42413.0,42421.0,42383.0,42392.0,158,200,0
2025-01-03 02:10:00,42393.0,42409.0,42390.0,42405.0,94,200,0
2025-01-03 02:20:00,42405.0,42406.0,42375.0,42384.0,158,200,0
2025-01-03 02:30:00,42385.0,42395.0,42372.0,42379.0,145,200,0
2025-01-03 02:40:00,42379.0,42382.0,42358.0,42366.0,127,200,0
2025-01-03 02:50:00,42367.0,42387.0,42365.0,42382.0,121,200,0
2025-01-03 03:00:00,42382.0,42427.0,42373.0,42425.0,222,200,0
2025-01-03 03:10:00,42426.0,42442.0,42426.0,42435.0,249,200,0
2025-01-03 03:20:00,42436.0,42458.0,42425.0,42448.0,292,200,0
2025-01-03 03:30:00,42449.0,42460.0,42442.0,42455.0,214,200,0
2025-01-03 03:40:00,42454.0,42458.0,42445.0,42448.0,140,200,0
2025-01-03 03:50:00,42448.0,42457.0,42447.0,42456.0,111,200,0
2025-01-03 04:00:00,42458.0,42473.0,42455.0,42466.0,170,200,0
2025-01-03 04:10:00,42467.0,42469.0,42450.0,42457.0,117,200,0
2025-01-03 04:20:00,42456.0,42458.0,42428.0,42435.0,195,200,0
2025-01-03 04:30:00,42434.0,42446.0,42426.0,42437.0,203,200,0
2025-01-03 04:40:00,42437.0,42440.0,42416.0,42427.0,192,200,0
2025-01-03 04:50:00,42427.0,42446.0,42424.0,42430.0,246,200,0
2025-01-03 05:00:00,42429.0,42447.0,42429.0,42443.0,223,200,0
2025-01-03 05:10:00,42442.0,42466.0,42440.0,42465.0,137,200,0
2025-01-03 05:20:00,42466.0,42481.0,42465.0,42474.0,194,200,0
2025-01-03 05:30:00,42474.0,42476.0,42452.0,42456.0,187,200,0
2025-01-03 05:40:00,42455.0,42461.0,42441.0,42443.0,133,200,0
2025-01-03 05:50:00,42442.0,42454.0,42437.0,42454.0,130,200,0
2025-01-03 06:00:00,42455.0,42472.0,42454.0,42464.0,210,200,0
2025-01-03 06:10:00,42465.0,42475.0,42461.0,42467.0,151,200,0
2025-01-03 06:20:00,42467.0,42474.0,42462.0,42467.0,115,200,0
2025-01-03 06:30:00,42469.0,42472.0,42458.0,42461.0,104,200,0
2025-01-03 06:40:00,42461.0,42470.0,42461.0,42466.0,76,200,0
2025-01-03 06:50:00,42465.0,42466.0,42452.0,42457.0,61,200,0
2025-01-03 07:00:00,42457.0,42465.0,42444.0,42447.0,97,200,0
2025-01-03 07:10:00,42448.0,42452.0,42441.0,42452.0,88,200,0
2025-01-03 07:20:00,42451.0,42453.0,42448.0,42451.0,61,200,0
2025-01-03 07:30:00,42452.0,42452.0,42438.0,42443.0,71,200,0
2025-01-03 07:40:00,42443.0,42446.0,42441.0,42444.0,94,200,0
2025-01-03 07:50:00,42444.0,42451.0,42435.0,42435.0,94,200,0
2025-01-03 08:00:00,42436.0,42439.0,42422.0,42429.0,156,200,0
2025-01-03 08:10:00,42428.0,42436.0,42424.0,42427.0,107,200,0
2025-01-03 08:20:00,42426.0,42436.0,42421.0,42434.0,118,200,0
2025-01-03 08:30:00,42434.0,42441.0,42426.0,42441.0,108,200,0
2025-01-03 08:40:00,42440.0,42442.0,42430.0,42438.0,91,200,0
2025-01-03 08:50:00,42438.0,42440.0,42422.0,42430.0,133,200,0
2025-01-03 09:00:00,42430.0,42434.0,42424.0,42432.0,93,200,0
2025-01-03 09:10:00,42431.0,42444.0,42427.0,42444.0,129,200,0
2025-01-03 09:20:00,42444.0,42462.0,42439.0,42460.0,108,200,0
2025-01-03 09:30:00,42460.0,42470.0,42453.0,42459.0,116,200,0
2025-01-03 09:40:00,42459.0,42472.0,42455.0,42456.0,91,200,0
2025-01-03 09:50:00,42456.0,42466.0,42452.0,42455.0,106,200,0
2025-01-03 10:00:00,42450.0,42468.0,42434.0,42435.0,250,200,0
2025-01-03 10:10:00,42436.0,42485.0,42428.0,42482.0,304,200,0
2025-01-03 10:20:00,42481.0,42482.0,42448.0,42466.0,307,200,0
2025-01-03 10:30:00,42465.0,42473.0,42460.0,42464.0,243,200,0
2025-01-03 10:40:00,42462.0,42475.0,42457.0,42473.0,164,200,0
2025-01-03 10:50:00,42472.0,42481.0,42458.0,42460.0,210,200,0
2025-01-03 11:00:00,42461.0,42501.0,42460.0,42480.0,660,200,0
2025-01-03 11:10:00,42479.0,42502.0,42477.0,42498.0,511,200,0
2025-01-03 11:20:00,42499.0,42500.0,42453.0,42455.0,491,200,0
2025-01-03 11:30:00,42456.0,42456.0,42431.0,42441.0,551,200,0
2025-01-03 11:40:00,42442.0,42469.0,42437.0,42452.0,467,200,0
2025-01-03 11:50:00,42454.0,42470.0,42452.0,42457.0,327,200,0
2025-01-03 12:00:00,42455.0,42522.0,42449.0,42518.0,432,200,0
2025-01-03 12:10:00,42519.0,42535.0,42507.0,42526.0,376,200,0
2025-01-03 12:20:00,42525.0,42558.0,42521.0,42543.0,313,200,0
2025-01-03 12:30:00,42545.0,42545.0,42528.0,42538.0,288,200,0
2025-01-03 12:40:00,42539.0,42550.0,42528.0,42529.0,240,200,0
2025-01-03 12:50:00,42530.0,42552.0,42527.0,42541.0,239,200,0
2025-01-03 13:00:00,42540.0,42542.0,42513.0,42515.0,290,200,0
2025-01-03 13:10:00,42514.0,42519.0,42509.0,42509.0,153,200,0
2025-01-03 13:20:00,42507.0,42509.0,42487.0,42503.0,214,200,0
2025-01-03 13:30:00,42502.0,42503.0,42476.0,42481.0,213,200,0
2025-01-03 13:40:00,42482.0,42488.0,42477.0,42480.0,169,200,0
2025-01-03 13:50:00,42479.0,42480.0,42457.0,42463.0,270,200,0
2025-01-03 14:00:00,42464.0,42472.0,42450.0,42450.0,207,200,0
2025-01-03 14:10:00,42451.0,42465.0,42442.0,42457.0,184,200,0
2025-01-03 14:20:00,42458.0,42475.0,42450.0,42470.0,146,200,0
2025-01-03 14:30:00,42469.0,42469.0,42449.0,42456.0,224,200,0
2025-01-03 14:40:00,42455.0,42462.0,42450.0,42457.0,125,200,0
2025-01-03 14:50:00,42456.0,42467.0,42447.0,42463.0,121,200,0
2025-01-03 15:00:00,42462.0,42472.0,42457.0,42465.0,269,200,0
2025-01-03 15:10:00,42464.0,42480.0,42462.0,42469.0,253,200,0
2025-01-03 15:20:00,42471.0,42501.0,42466.0,42501.0,204,200,0
2025-01-03 15:30:00,42502.0,42506.0,42492.0,42505.0,189,200,0
2025-01-03 15:40:00,42506.0,42508.0,42495.0,42500.0,183,200,0
2025-01-03 15:50:00,42499.0,42518.0,42496.0,42512.0,130,200,0
2025-01-03 16:00:00,42511.0,42535.0,42509.0,42530.0,246,200,0
2025-01-03 16:10:00,42531.0,42534.0,42512.0,42513.0,215,200,0
2025-01-03 16:20:00,42512.0,42530.0,42507.0,42528.0,231,200,0
2025-01-03 16:30:00,42529.0,42545.0,42526.0,42530.0,177,200,0
2025-01-03 16:40:00,42531.0,42549.0,42524.0,42538.0,192,200,0
2025-01-03 16:50:00,42539.0,42540.0,42501.0,42503.0,302,200,0
2025-01-03 17:00:00,42506.0,42545.0,42506.0,42545.0,271,200,0
2025-01-03 17:10:00,42544.0,42575.0,42542.0,42572.0,291,200,0
2025-01-03 17:20:00,42573.0,42597.0,42567.0,42592.0,500,200,0
2025-01-03 17:30:00,42593.0,42695.0,42578.0,42693.0,2067,100,0
2025-01-03 17:40:00,42694.0,42701.0,42518.0,42547.0,1921,100,0
2025-01-03 17:50:00,42548.0,42553.0,42471.0,42485.0,1749,100,0
2025-01-03 18:00:00,42486.0,42604.0,42467.0,42591.0,1933,100,0
2025-01-03 18:10:00,42593.0,42603.0,42479.0,42505.0,2077,100,0
2025-01-03 18:20:00,42507.0,42579.0,42428.0,42573.0,1965,100,0
2025-01-03 18:30:00,42574.0,42622.0,42539.0,42604.0,1632,100,0
2025-01-03 18:40:00,42604.0,42639.0,42587.0,42625.0,1498,100,0
2025-01-03 18:50:00,42624.0,42657.0,42600.0,42645.0,1393,100,0
2025-01-03 19:00:00,42646.0,42677.0,42569.0,42593.0,1422,100,0
2025-01-03 19:10:00,42594.0,42605.0,42552.0,42578.0,1126,100,0
2025-01-03 19:20:00,42577.0,42615.0,42558.0,42612.0,1085,100,0
2025-01-03 19:30:00,42610.0,42672.0,42604.0,42640.0,1089,100,0
2025-01-03 19:40:00,42641.0,42674.0,42635.0,42653.0,846,100,0
2025-01-03 19:50:00,42654.0,42664.0,42622.0,42627.0,911,100,0
2025-01-03 20:00:00,42628.0,42690.0,42628.0,42673.0,778,100,0
2025-01-03 20:10:00,42672.0,42682.0,42631.0,42634.0,884,100,0
2025-01-03 20:20:00,42636.0,42677.0,42625.0,42638.0,837,100,0
2025-01-03 20:30:00,42639.0,42660.0,42621.0,42652.0,810,100,0
2025-01-03 20:40:00,42653.0,42660.0,42619.0,42646.0,773,100,0
2025-01-03 20:50:00,42645.0,42662.0,42635.0,42656.0,684,100,0
2025-01-03 21:00:00,42655.0,42661.0,42624.0,42651.0,617,100,0
2025-01-03 21:10:00,42650.0,42667.0,42644.0,42667.0,519,100,0
2025-01-03 21:20:00,42668.0,42721.0,42659.0,42721.0,626,100,0
2025-01-03 21:30:00,42722.0,42738.0,42697.0,42733.0,735,100,0
2025-01-03 21:40:00,42732.0,42735.0,42704.0,42721.0,536,100,0
2025-01-03 21:50:00,42722.0,42723.0,42686.0,42706.0,539,100,0
2025-01-03 22:00:00,42707.0,42725.0,42697.0,42725.0,638,100,0
2025-01-03 22:10:00,42727.0,42742.0,42713.0,42740.0,527,100,0
2025-01-03 22:20:00,42739.0,42745.0,42716.0,42735.0,500,100,0
2025-01-03 22:30:00,42736.0,42781.0,42732.0,42771.0,492,100,0
2025-01-03 22:40:00,42772.0,42772.0,42740.0,42747.0,494,100,0
2025-01-03 22:50:00,42747.0,42748.0,42715.0,42725.0,623,100,0
2025-01-03 23:00:00,42722.0,42723.0,42675.0,42707.0,845,100,0
2025-01-03 23:10:00,42706.0,42722.0,42702.0,42709.0,485,100,0
2025-01-03 23:20:00,42708.0,42742.0,42697.0,42739.0,567,100,0
2025-01-03 23:30:00,42736.0,42736.0,42698.0,42713.0,754,100,0
2025-01-03 23:40:00,42712.0,42726.0,42681.0,42703.0,672,100,0
2025-01-03 23:50:00,42702.0,42747.0,42687.0,42723.0,1272,100,0
2025-01-04 00:00:00,42722.0,42733.0,42702.0,42731.0,498,100,0
2025-01-04 00:10:00,42731.0,42731.0,42703.0,42703.0,139,200,0
2025-01-04 00:20:00,42703.0,42708.0,42698.0,42704.0,123,300,0
2025-01-04 00:30:00,42703.0,42708.0,42699.0,42703.0,119,300,0
2025-01-04 00:40:00,42703.0,42707.0,42695.0,42703.0,106,300,0
2025-01-04 00:50:00,42704.0,42709.0,42701.0,42703.0,38,300,0
2025-01-06 02:00:00,42711.0,42727.0,42707.0,42716.0,187,200,0
2025-01-06 02:10:00,42715.0,42734.0,42709.0,42713.0,170,200,0
2025-01-06 02:20:00,42713.0,42717.0,42706.0,42711.0,79,200,0
2025-01-06 02:30:00,42710.0,42717.0,42692.0,42710.0,144,200,0
2025-01-06 02:40:00,42711.0,42729.0,42709.0,42717.0,238,200,0
2025-01-06 02:50:00,42717.0,42725.0,42708.0,42718.0,183,200,0
2025-01-06 03:00:00,42719.0,42735.0,42713.0,42728.0,269,200,0
2025-01-06 03:10:00,42727.0,42729.0,42693.0,42696.0,240,200,0
2025-01-06 03:20:00,42695.0,42697.0,42686.0,42693.0,190,200,0
2025-01-06 03:30:00,42693.0,42694.0,42677.0,42678.0,195,200,0
2025-01-06 03:40:00,42678.0,42686.0,42670.0,42684.0,189,200,0
2025-01-06 03:50:00,42684.0,42697.0,42682.0,42690.0,133,200,0
2025-01-06 04:00:00,42688.0,42697.0,42683.0,42684.0,109,200,0
2025-01-06 04:10:00,42683.0,42699.0,42682.0,42692.0,118,200,0
2025-01-06 04:20:00,42692.0,42692.0,42680.0,42682.0,92,200,0
2025-01-06 04:30:00,42681.0,42689.0,42669.0,42676.0,125,200,0
2025-01-06 04:40:00,42676.0,42678.0,42663.0,42663.0,127,200,0
2025-01-06 04:50:00,42663.0,42673.0,42659.0,42672.0,106,200,0
2025-01-06 05:00:00,42672.0,42672.0,42652.0,42666.0,139,200,0
2025-01-06 05:10:00,42666.0,42687.0,42666.0,42687.0,153,200,0
2025-01-06 05:20:00,42688.0,42688.0,42661.0,42662.0,131,200,0
2025-01-06 05:30:00,42660.0,42675.0,42658.0,42674.0,112,200,0
2025-01-06 05:40:00,42674.0,42675.0,42663.0,42675.0,92,200,0
2025-01-06 05:50:00,42676.0,42680.0,42672.0,42677.0,74,200,0
2025-01-06 06:00:00,42678.0,42678.0,42668.0,42669.0,77,200,0
2025-01-06 06:10:00,42668.0,42674.0,42668.0,42669.0,70,200,0
2025-01-06 06:20:00,42670.0,42672.0,42662.0,42666.0,45,200,0
2025-01-06 06:30:00,42666.0,42679.0,42664.0,42676.0,59,200,0
2025-01-06 06:40:00,42676.0,42676.0,42664.0,42665.0,63,200,0
2025-01-06 06:50:00,42665.0,42672.0,42661.0,42664.0,64,200,0
2025-01-06 07:00:00,42663.0,42669.0,42663.0,42669.0,66,200,0
2025-01-06 07:10:00,42670.0,42672.0,42662.0,42671.0,47,200,0
2025-01-06 07:20:00,42670.0,42683.0,42670.0,42681.0,60,200,0
2025-01-06 07:30:00,42680.0,42685.0,42678.0,42681.0,55,200,0
2025-01-06 07:40:00,42681.0,42682.0,42675.0,42675.0,58,200,0
2025-01-06 07:50:00,42675.0,42675.0,42670.0,42674.0,40,200,0
2025-01-06 08:00:00,42673.0,42680.0,42672.0,42680.0,79,200,0
2025-01-06 08:10:00,42680.0,42685.0,42678.0,42680.0,63,200,0
2025-01-06 08:20:00,42681.0,42699.0,42680.0,42698.0,78,200,0
2025-01-06 08:30:00,42698.0,42714.0,42698.0,42707.0,116,200,0
2025-01-06 08:40:00,42707.0,42708.0,42694.0,42699.0,74,200,0
2025-01-06 08:50:00,42700.0,42704.0,42699.0,42702.0,85,200,0
2025-01-06 09:00:00,42702.0,42707.0,42697.0,42699.0,75,200,0
2025-01-06 09:10:00,42698.0,42706.0,42697.0,42704.0,65,200,0
2025-01-06 09:20:00,42705.0,42713.0,42704.0,42705.0,78,200,0
2025-01-06 09:30:00,42706.0,42723.0,42704.0,42721.0,94,200,0
2025-01-06 09:40:00,42720.0,42728.0,42717.0,42723.0,93,200,0
2025-01-06 09:50:00,42722.0,42727.0,42718.0,42727.0,73,200,0
2025-01-06 10:00:00,42724.0,42734.0,42711.0,42719.0,170,200,0
2025-01-06 10:10:00,42720.0,42726.0,42716.0,42718.0,138,200,0
2025-01-06 10:20:00,42719.0,42741.0,42718.0,42738.0,148,200,0
2025-01-06 10:30:00,42739.0,42753.0,42736.0,42740.0,106,200,0
2025-01-06 10:40:00,42739.0,42748.0,42737.0,42745.0,80,200,0
2025-01-06 10:50:00,42746.0,42749.0,42737.0,42737.0,88,200,0
2025-01-06 11:00:00,42738.0,42758.0,42731.0,42757.0,328,200,0
2025-01-06 11:10:00,42758.0,42766.0,42736.0,42737.0,257,200,0
2025-01-06 11:20:00,42738.0,42746.0,42719.0,42736.0,271,200,0
2025-01-06 11:30:00,42735.0,42748.0,42732.0,42738.0,248,200,0
2025-01-06 11:40:00,42739.0,42761.0,42735.0,42759.0,215,200,0
2025-01-06 11:50:00,42760.0,42773.0,42758.0,42764.0,184,200,0
2025-01-06 12:00:00,42766.0,42802.0,42765.0,42775.0,361,200,0
2025-01-06 12:10:00,42776.0,42779.0,42757.0,42769.0,244,200,0
2025-01-06 12:20:00,42770.0,42782.0,42755.0,42758.0,252,200,0
2025-01-06 12:30:00,42759.0,42780.0,42754.0,42771.0,201,200,0
2025-01-06 12:40:00,42770.0,42784.0,42767.0,42783.0,147,200,0
2025-01-06 12:50:00,42784.0,42796.0,42776.0,42791.0,176,200,0
2025-01-06 13:00:00,42792.0,42794.0,42769.0,42771.0,236,200,0
2025-01-06 13:10:00,42770.0,42790.0,42764.0,42789.0,196,200,0
2025-01-06 13:20:00,42787.0,42793.0,42778.0,42784.0,169,200,0
2025-01-06 13:30:00,42785.0,42785.0,42756.0,42765.0,224,200,0
2025-01-06 13:40:00,42764.0,42765.0,42721.0,42732.0,257,200,0
2025-01-06 13:50:00,42731.0,42737.0,42710.0,42724.0,271,200,0
2025-01-06 14:00:00,42723.0,42738.0,42690.0,42729.0,661,200,0
2025-01-06 14:10:00,42728.0,42787.0,42726.0,42787.0,638,200,0
